Unnamed: 0,Company,Brand,Appliance,SKU,ENERGY_VALUE,ENERGY_UNIT,ENERGY_TIER,BRAND_PRODUCT_COUNT,APPLIANCE_CATEGORY_COUNT,AVG_ENERGY_FOR_APPLIANCE,ENERGY_VS_APPLIANCE_AVG,HAS_ENERGY_DATA,IS_MULTI_SKU_APPLIANCE_LINE
6346,Whirlpool Corporation,Acros,Freezer,SKU-34865,475.0,W,low,74,1228,351.4947368421053,123.50526315789472,True,True
6347,"Sub-Zero Group, Inc",Wolf,Freezer,SKU-64145,,,,61,1228,351.4947368421053,,False,True
6348,AB Electrolux / Investor AB,Gibson,Stove,SKU-7722,,,,58,1188,359.6288209606987,,False,True
6349,Arçelik A.Ş. / Koç Holding,Arçelik,Stove,SKU-65457,,,,51,1188,359.6288209606987,,False,True
6350,Fhiaba S.r.l,Fhibia,Refrigerator,SKU-51138,,,,70,1145,353.9111111111111,,False,True
6351,GlenDimplex,New World,Refrigerator,SKU-26955,,,,58,1145,353.9111111111111,,False,True
6352,Arçelik A.Ş. / Koç Holding,Dawlance,Freezer,SKU-19375,500.0,W,low,63,1228,351.4947368421053,148.50526315789472,True,True
6353,Liebherr Group,Liebherr,Stove,SKU-87523,325.0,W,low,80,1188,359.6288209606987,-34.628820960698704,True,True
6354,Mondragon Corporation,De Dietrich,Stove,SKU-1451,400.0,W,low,67,1188,359.6288209606987,40.371179039301296,True,True
6355,GlenDimplex,Faber,Dryer,SKU-9283,,,,68,1183,347.7754677754678,,False,True
6356,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Freezer,SKU-98427,,,,61,1228,351.4947368421053,,False,True
6357,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Refrigerator,SKU-86362,,,,66,1145,353.9111111111111,,False,True
6358,Home Retail Group plc / J Sainsbury plc,Bush,Toaster,SKU-71312,300.0,W,low,63,1204,355.70175438596493,-55.70175438596493,True,True
6359,Whirlpool Corporation,Consul,Dish Washer,SKU-97692,300.0,W,low,71,1223,350.4077253218884,-50.40772532188839,True,True
6360,Asko Appliances AB / Gorenje,Asko,Toaster,SKU-92449,,,,63,1204,355.70175438596493,,False,True
6361,Smeg Group S.p.A,Smeg,Refrigerator,SKU-54695,475.0,W,low,66,1145,353.9111111111111,121.0888888888889,True,True
6362,AB Electrolux / Investor AB,Kelvinator,Freezer,SKU-65010,,,,50,1228,351.4947368421053,,False,True
6363,Smeg Group S.p.A,Smeg,Dish Washer,SKU-30800,,,,66,1223,350.4077253218884,,False,True
6364,Gorenj,Atag,Freezer,SKU-74818,500.0,W,low,60,1228,351.4947368421053,148.50526315789472,True,True
6365,Whirlpool Corporation,Inglis,Dish Washer,SKU-91610,,,,57,1223,350.4077253218884,,False,True
6366,Candy Group,Baumatic,Freezer,SKU-63007,400.0,W,low,69,1228,351.4947368421053,48.50526315789472,True,True
6367,"Indesit Company, Whirlpool Corporation",Elco,Dryer,SKU-98226,500.0,W,low,46,1183,347.7754677754678,152.2245322245322,True,True
6368,Whirlpool Corporation,Kenmore,Refrigerator,SKU-59277,,,,46,1145,353.9111111111111,,False,True
6370,Arçelik A.Ş. / Koç Holding,Arçelik,Washer,SKU-74401,,,,51,1176,347.4403470715835,,False,True
6371,The Middleby Corporation,La Cornue,Freezer,SKU-27875,,,,65,1228,351.4947368421053,,False,True
6372,Arçelik A.Ş. / Koç Holding,Leisure,Refrigerator,SKU-52655,,,,53,1145,353.9111111111111,,False,True
6373,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Refrigerator,SKU-48372,250.0,W,low,73,1145,353.9111111111111,-103.9111111111111,True,True
6374,Miele & Cie. KG,Miele,Freezer,SKU-56571,,,,73,1228,351.4947368421053,,False,True
6375,AB Electrolux / Investor AB,Voss,Dryer,SKU-70255,,,,64,1183,347.7754677754678,,False,True
6376,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Dryer,SKU-42607,250.0,W,low,71,1183,347.7754677754678,-97.7754677754678,True,True
6377,Gorenje,Mora,Freezer,SKU-1835,,,,71,1228,351.4947368421053,,False,True
6378,GlenDimplex,Dimplex,Refrigerator,SKU-66662,,,,62,1145,353.9111111111111,,False,True
6379,BSH Hausgeräte GmbH / Robert Bosch GmbH,Bosch,Stove,SKU-18492,,,,73,1188,359.6288209606987,,False,True
6380,GlenDimplex,Dimplex,Stove,SKU-67605,,,,62,1188,359.6288209606987,,False,True
6381,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Stove,SKU-13593,,,,49,1188,359.6288209606987,,False,True
6382,Arçelik A.Ş. / Koç Holding,Leisure,Dish Washer,SKU-13049,,,,53,1223,350.4077253218884,,False,True
6383,Bauknecht Hausgeräte GmbH / Whirlpool Corporation,Bauknecht,Dish Washer,SKU-50465,120.0,W,low,59,1223,350.4077253218884,-230.4077253218884,True,True
6384,AB Electrolux / Investor AB,Fensa,Toaster,SKU-33428,500.0,W,low,71,1204,355.70175438596493,144.29824561403507,True,True
6385,Candy Group,Candy,Dish Washer,SKU-12597,,,,60,1223,350.4077253218884,,False,True
6386,AB Electrolux / Investor AB,Castor,Washer,SKU-31569,,,,68,1176,347.4403470715835,,False,True
6387,Mondragon Corporation,Brandt,Washer,SKU-88033,425.0,W,low,60,1176,347.4403470715835,77.55965292841648,True,True
6388,"Indesit Company, Whirlpool Corporation",Elco,Toaster,SKU-82137,,,,46,1204,355.70175438596493,,False,True
6389,"Sub-Zero Group, Inc",Wolf,Toaster,SKU-96783,,,,61,1204,355.70175438596493,,False,True
6390,AB Electrolux / Investor AB,Philco,Dish Washer,SKU-66143,,,,67,1223,350.4077253218884,,False,True
6391,Candy Group,Baumatic,Dryer,SKU-9212,,,,69,1183,347.7754677754678,,False,True
6392,Dayou Winia / Dayou Group,PRAUD,Washer,SKU-23300,,,,65,1176,347.4403470715835,,False,True
6393,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Stove,SKU-64547,325.0,W,low,75,1188,359.6288209606987,-34.628820960698704,True,True
6394,Dayou Group,Daewoo,Freezer,SKU-8294,400.0,W,low,67,1228,351.4947368421053,48.50526315789472,True,True
6395,AB Electrolux / Investor AB,Simpson,Toaster,SKU-95804,,,,52,1204,355.70175438596493,,False,True
6396,Whirlpool Corporation,Consul,Dish Washer,SKU-29145,,,,71,1223,350.4077253218884,,False,True
6397,Whirlpool Corporation,Maytag,Stove,SKU-40485,,,,65,1188,359.6288209606987,,False,True
6398,The Meyer Corporatio,Hestan,Dryer,SKU-85468,,,,64,1183,347.7754677754678,,False,True
6399,AB Electrolux / Investor AB,Elektro Helios,Refrigerator,SKU-77441,425.0,W,low,67,1145,353.9111111111111,71.0888888888889,True,True
6400,Gorenje,Körting,Dish Washer,SKU-31299,,,,65,1223,350.4077253218884,,False,True
6401,Arçelik A.Ş. / Koç Holdin,Beko,Dish Washer,SKU-26001,,,,72,1223,350.4077253218884,,False,True
6402,The Middleby Corporation,Marvel,Dryer,SKU-16147,325.0,W,low,54,1183,347.7754677754678,-22.775467775467803,True,True
6403,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Toaster,SKU-68335,,,,62,1204,355.70175438596493,,False,True
6404,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Stove,SKU-85629,,,,61,1188,359.6288209606987,,False,True
6405,Whirlpool Corporation,Brastemp,Stove,SKU-78466,,,,68,1188,359.6288209606987,,False,True
6406,Arçelik A.Ş. / Koç Holding,Defy,Dryer,SKU-95373,500.0,W,low,74,1183,347.7754677754678,152.2245322245322,True,True
6407,AB Electrolux / Investor AB,Zanussi,Dish Washer,87988,120.0,W,low,78,1223,350.4077253218884,-230.4077253218884,True,True
6408,AB Electrolux / Investor AB,Mademsa,Stove,SKU-74980,,,,67,1188,359.6288209606987,,False,True
6409,AB Electrolux / Investor AB,Fensa,Refrigerator,SKU-81733,500.0,W,low,71,1145,353.9111111111111,146.0888888888889,True,True
6410,Whirlpool Corporation,Jenn-Air,Kettle,SKU-36597,,,,59,1193,349.02286902286903,,False,True
6412,AB Electrolux / Investor AB,Castor,Stove,SKU-85024,300.0,W,low,68,1188,359.6288209606987,-59.628820960698704,True,True
6413,Gorenj,Atag,Refrigerator,SKU-86850,,,,60,1145,353.9111111111111,,False,True
6414,Whirlpool Corporation,KitchenAid,Freezer,SKU-86485,325.0,W,low,79,1228,351.4947368421053,-26.494736842105283,True,True
6415,AM Kodinkoneet Oy / Gorenje Group Nordic A/S / Gorenje,UPO,Freezer,SKU-97256,,,,64,1228,351.4947368421053,,False,True
6416,Arçelik A.Ş. / Koç Holding,Dawlance,Toaster,SKU-2698,,,,63,1204,355.70175438596493,,False,True
6417,Arçelik A.Ş. / Koç Holding,Arctic,Dryer,SKU-59123,,,,61,1183,347.7754677754678,,False,True
6418,The Meyer Corporatio,Hestan,Toaster,SKU-85959,,,,64,1204,355.70175438596493,,False,True
6419,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Washer,SKU-8249,,,,66,1176,347.4403470715835,,False,True
6420,Miele & Cie. KG,Miele,Washer,SKU-91698,,,,73,1176,347.4403470715835,,False,True
6421,AB Electrolux / Investor AB,Dometic,Washer,SKU-72259,250.0,W,low,59,1176,347.4403470715835,-97.44034707158352,True,True
6422,"Indesit Company, Whirlpool Corporation",Scholtès,Washer,SKU-78985,500.0,W,low,49,1176,347.4403470715835,152.55965292841648,True,True
6423,Gorenje,Körting,Dish Washer,SKU-65166,400.0,W,low,65,1223,350.4077253218884,49.59227467811161,True,True
6425,Smeg Group S.p.A,Bertazzoni,Kettle,SKU-72386,,,,57,1193,349.02286902286903,,False,True
6426,GlenDimplex,Cadet,Refrigerator,SKU-46752,,,,57,1145,353.9111111111111,,False,True
6428,Arçelik A.Ş. / Koç Holding,Leisure,Freezer,SKU-52910,,,,53,1228,351.4947368421053,,False,True
6430,AB Electrolux / Investor AB,Dometic,Refrigerator,SKU-3797,,,,59,1145,353.9111111111111,,False,True
6431,AB Electrolux / Investor AB,Arthur Martin,Dryer,SKU-88368,,,,60,1183,347.7754677754678,,False,True
6432,Whirlpool Corporation,Estate,Kettle,SKU-88448,,,,81,1193,349.02286902286903,,False,True
6433,AB Electrolux / Investor AB,King,Stove,SKU-48722,,,,56,1188,359.6288209606987,,False,True
6434,Candy Group,Candy,Dish Washer,SKU-15607,,,,60,1223,350.4077253218884,,False,True
6435,AB Electrolux / Investor AB,Anova,Refrigerator,SKU-95212,475.0,W,low,54,1145,353.9111111111111,121.0888888888889,True,True
6436,AB Electrolux / Investor AB,Arthur Martin,Stove,SKU-28782,,,,60,1188,359.6288209606987,,False,True
6437,Arçelik A.Ş. / Koç Holding,Altus,Dish Washer,SKU-67920,,,,56,1223,350.4077253218884,,False,True
6438,Dayou Winia / Dayou Group,PRAUD,Toaster,SKU-22690,,,,65,1204,355.70175438596493,,False,True
6439,AB Electrolux / Investor AB,Fensa,Kettle,50051,400.0,W,low,71,1193,349.02286902286903,50.97713097713097,True,True
6440,The Middleby Corporation,La Cornue,Dryer,SKU-87083,,,,65,1183,347.7754677754678,,False,True
6441,Fhiaba S.r.l,Fhibia,Refrigerator,SKU-12616,,,,70,1145,353.9111111111111,,False,True
6442,The Middleby Corporation,Marvel,Stove,SKU-48229,,,,54,1188,359.6288209606987,,False,True
6443,AB Electrolux / Investor AB,Somela,Refrigerator,SKU-10647,425.0,W,low,65,1145,353.9111111111111,71.0888888888889,True,True
6444,AB Electrolux / Investor AB,Voss,Refrigerator,SKU-6071,,,,64,1145,353.9111111111111,,False,True
6445,Whirlpool Corporation,Inglis,Freezer,SKU-20250,,,,57,1228,351.4947368421053,,False,True
6446,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Washer,SKU-48211,425.0,W,low,80,1176,347.4403470715835,77.55965292841648,True,True
6447,Mondragon Corporation,Mastercook,Stove,SKU-24753,120.0,W,low,63,1188,359.6288209606987,-239.6288209606987,True,True
6448,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Servis,Freezer,SKU-84703,,,,49,1228,351.4947368421053,,False,True
6449,AB Electrolux / Investor AB,Westinghouse,Stove,SKU-12757,,,,68,1188,359.6288209606987,,False,True
6450,AB Electrolux / Investor AB,Zanker,Kettle,SKU-9601,500.0,W,low,67,1193,349.02286902286903,150.97713097713097,True,True
6451,GlenDimplex,Faber,Dryer,SKU-49351,,,,68,1183,347.7754677754678,,False,True
6452,Arçelik A.Ş. / Koç Holding,Arçelik,Dish Washer,SKU-5502,300.0,W,low,51,1223,350.4077253218884,-50.40772532188839,True,True
6453,Arçelik A.Ş. / Koç Holding,Elektra Bregenz,Toaster,SKU-86366,,,,71,1204,355.70175438596493,,False,True
6454,GlenDimplex,Campo,Stove,SKU-93139,,,,74,1188,359.6288209606987,,False,True
6455,Candy Group,Candy,Toaster,SKU-22141,,,,60,1204,355.70175438596493,,False,True
6456,Fhiaba S.r.l,Fhibia,Dryer,SKU-84864,400.0,W,low,70,1183,347.7754677754678,52.2245322245322,True,True
6457,Mondragon Corporation,De Dietrich,Dryer,SKU26883,120.0,W,low,67,1183,347.7754677754678,-227.7754677754678,True,True
6458,Montpellier Domestic Appliances Ltd,Montpellier,Kettle,SKU-53917,120.0,W,low,68,1193,349.02286902286903,-229.02286902286903,True,True
6459,AGA Rangemaster Group Ltd. The Middleby Corporation,AGA / Rangemaster,Refrigerator,SKU-56657,,,,72,1145,353.9111111111111,,False,True
6460,The Meyer Corporatio,Hestan,Freezer,SKU-5284,,,,64,1228,351.4947368421053,,False,True
6461,AB Electrolux / Investor AB,Kelvinator,Kettle,SKU-10447,500.0,W,low,50,1193,349.02286902286903,150.97713097713097,True,True
6462,Dayou Group,Daewoo,Kettle,SKU-4354,,,,67,1193,349.02286902286903,,False,True
6463,"LG Electronics, LG Corporation",LG,Dish Washer,SKU-83233,,,,61,1223,350.4077253218884,,False,True
6464,"Indesit Company, Whirlpool Corporation",Scholtès,Dish Washer,SKU-22936,,,,49,1223,350.4077253218884,,False,True
6465,AB Electrolux / Investor AB,AEG,Stove,SKU-44678,400.0,W,low,55,1188,359.6288209606987,40.371179039301296,True,True
6466,Candy Group,Iberna,Refrigerator,SKU-18539,,,,72,1145,353.9111111111111,,False,True
6467,Smeg Group S.p.A,Bertazzoni,Stove,SKU-49671,,,,57,1188,359.6288209606987,,False,True
6468,BSH Hausgeräte GmbH / Robert Bosch GmbH,PROFiLO,Kettle,SKU-96221,,,,63,1193,349.02286902286903,,False,True
6469,GlenDimple,Belling,Washer,SKU-76931,425.0,W,low,62,1176,347.4403470715835,77.55965292841648,True,True
6470,AB Electrolux / Investor AB,Anova,Kettle,SKU-26382,,,,54,1193,349.02286902286903,,False,True
6471,Home Retail Group plc / J Sainsbury plc,Bush,Refrigerator,SKU-49956,500.0,W,low,63,1145,353.9111111111111,146.0888888888889,True,True
6472,Mondragon Corporation,Fagor,Dish Washer,SKU-16758,475.0,W,low,87,1223,350.4077253218884,124.59227467811161,True,True
6474,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Stove,SKU-5475,425.0,W,low,72,1188,359.6288209606987,65.3711790393013,True,True
6475,Whirlpool Corporation,Gladiator GarageWorks,Toaster,SKU-72732,300.0,W,low,68,1204,355.70175438596493,-55.70175438596493,True,True
6476,"Vestel Elektronik Sanayi Ve Ticaret AŞ, Zorlu Holding",Vestfrost,Stove,SKU-43326,,,,62,1188,359.6288209606987,,False,True
6477,AB Electrolux / Investor AB,Olympic Group,Stove,SKU-34880,400.0,W,low,58,1188,359.6288209606987,40.371179039301296,True,True
6478,GlenDimplex,Campo,Freezer,SKU-36639,500.0,W,low,74,1228,351.4947368421053,148.50526315789472,True,True
6479,Arçelik A.Ş. / Koç Holding,Dawlance,Washer,SKU-54350,,,,63,1176,347.4403470715835,,False,True
6480,AB Electrolux / Investor AB,Westinghouse,Dryer,SKU-10115,,,,68,1183,347.7754677754678,,False,True
6481,Meneghetti S.p.A,Fulgor Milano,Dish Washer,SKU-28238,400.0,W,low,65,1223,350.4077253218884,49.59227467811161,True,True
6482,AB Electrolux / Investor AB,Tricity Bendix,Freezer,SKU-64317,250.0,W,low,70,1228,351.4947368421053,-101.49473684210528,True,True
6483,Candy Group,Candy,Dryer,SKU-68007,,,,60,1183,347.7754677754678,,False,True
6484,AB Electrolux / Investor AB,Lehel,Stove,SKU-55209,,,,59,1188,359.6288209606987,,False,True
6485,AB Electrolux / Investor AB,Anova,Kettle,SKU-22809,,,,54,1193,349.02286902286903,,False,True
6486,Mondragon Corporation,De Dietrich,Washer,SKU-21839,,,,67,1176,347.4403470715835,,False,True
6487,Samsung Group,Samsung,Dish Washer,SKU-26028,,,,50,1223,350.4077253218884,,False,True
6488,AB Electrolux / Investor AB,Gibson,Refrigerator,SKU-32649,,,,58,1145,353.9111111111111,,False,True
6489,Whirlpool Corporation,Kenmore,Stove,SKU-53176,,,,46,1188,359.6288209606987,,False,True
6490,Asko Appliances AB / Gorenje,Asko,Stove,SKU-28625,,,,63,1188,359.6288209606987,,False,True
6491,AB Electrolux / Investor AB,Zanussi,Freezer,SKU-3064,,,,78,1228,351.4947368421053,,False,True
6492,Arçelik A.Ş. / Koç Holding,Flavel,Dish Washer,SKU-13494,,,,56,1223,350.4077253218884,,False,True
6493,Dayou Winia / Dayou Group,PRAUD,Freezer,SKU-49987,,,,65,1228,351.4947368421053,,False,True
6494,Arçelik A.Ş. / Koç Holding,Arçelik,Stove,SKU-7492,,,,51,1188,359.6288209606987,,False,True
6495,AB Electrolux / Investor AB,Electrolux ICON,Freezer,SKU-94517,,,,62,1228,351.4947368421053,,False,True
6496,AB Electrolux / Investor AB,Zanussi,Freezer,SKU-28648,300.0,W,low,78,1228,351.4947368421053,-51.49473684210528,True,True
6497,Liebherr Group,Liebherr,Refrigerator,SKU-21357,,,,80,1145,353.9111111111111,,False,True
6498,AB Electrolux / Investor AB,AEG,Dish Washer,SKU-43212,,,,55,1223,350.4077253218884,,False,True
6499,BSH Hausgeräte GmbH / Robert Bosch GmbH,Balay,Stove,SKU-15030,,,,52,1188,359.6288209606987,,False,True
6500,Home Retail Group plc / J Sainsbury plc,Bush,Kettle,SKU-26622,,,,63,1193,349.02286902286903,,False,True
6501,GlenDimplex,Technika,Stove,SKU-58795,,,,60,1188,359.6288209606987,,False,True
6502,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Kettle,SKU-83190,,,,75,1193,349.02286902286903,,False,True
6503,Whirlpool Corporation,Jenn-Air,Freezer,SKU-35079,,,,59,1228,351.4947368421053,,False,True
6504,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Toaster,SKU-12387,500.0,W,low,66,1204,355.70175438596493,144.29824561403507,True,True
6505,Arçelik A.Ş. / Koç Holding,Leisure,Dryer,SKU-49257,,,,53,1183,347.7754677754678,,False,True
6506,AB Electrolux / Investor AB,Elektro Helios,Stove,SKU-4002,,,,67,1188,359.6288209606987,,False,True
6507,Fhiaba S.r.l,Fhibia,Toaster,SKU-61213,475.0,W,low,70,1204,355.70175438596493,119.29824561403507,True,True
6508,Hisense Kelon Electrical Holdings Ltd. / Hisense Group,Kelon (科龙),Washer,28971,425.0,W,low,66,1176,347.4403470715835,77.55965292841648,True,True
6509,Miele & Cie. KG,Miele,Kettle,SKU-50278,,,,73,1193,349.02286902286903,,False,True
6510,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Kettle,SKU-60408,,,,64,1193,349.02286902286903,,False,True
6511,Thermador / BSH Hausgeräte GmbH / Robert Bosch GmbH,Thermador,Freezer,SKU-44828,,,,64,1228,351.4947368421053,,False,True
6512,Candy Group,Jinling,Toaster,SKU-91018,,,,50,1204,355.70175438596493,,False,True
6513,AB Electrolux / Investor AB,Prosdócimo,Freezer,SKU-81302,,,,52,1228,351.4947368421053,,False,True
6514,The Middleby Corporation,La Cornue,Dish Washer,SKU-85196,,,,65,1223,350.4077253218884,,False,True
6515,BSH Hausgeräte GmbH / Robert Bosch GmbH,Zelmer,Toaster,SKU-64709,500.0,W,low,61,1204,355.70175438596493,144.29824561403507,True,True
6516,The Meyer Corporatio,Hestan,Dryer,SKU-82529,,,,64,1183,347.7754677754678,,False,True
6517,"Indesit Company, Whirlpool Corporation",Hotpoint-Ariston,Stove,SKU-93317,475.0,W,low,75,1188,359.6288209606987,115.3711790393013,True,True
6518,Whirlpool Corporation,Brastemp,Kettle,SKU-77047,,,,68,1193,349.02286902286903,,False,True
6519,GlenDimplex,New World,Stove,SKU-64165,,,,58,1188,359.6288209606987,,False,True
6520,AB Electrolux / Investor AB,Somela,Kettle,SKU-93489,250.0,W,low,65,1193,349.02286902286903,-99.02286902286903,True,True
6521,Dayou Winia / Dayou Group,PRAUD,Refrigerator,SKU-49600,,,,65,1145,353.9111111111111,,False,True
6522,Arçelik A.Ş. / Koç Holding,Dawlance,Washer,SKU-24673,120.0,W,low,63,1176,347.4403470715835,-227.44034707158352,True,True
6523,BSH Hausgeräte GmbH / Robert Bosch GmbH,Constructa,Washer,SKU-47192,,,,80,1176,347.4403470715835,,False,True
6524,AB Electrolux / Investor AB,Dishlex,Stove,SKU-15271,,,,68,1188,359.6288209606987,,False,True
6525,AB Electrolux / Investor AB,Parkinson Cowan,Dish Washer,SKU-37800,425.0,W,low,62,1223,350.4077253218884,74.59227467811161,True,True
6526,Amica Wronki S.A,Amica,Dryer,SKU-14200,,,,66,1183,347.7754677754678,,False,True
6527,Gorenj,Atag,Refrigerator,SKU-93723,300.0,W,low,60,1145,353.9111111111111,-53.9111111111111,True,True
6528,Dayou Winia / Dayou Group,PRAUD,Dryer,SKU-39261,,,,65,1183,347.7754677754678,,False,True
6529,AB Electrolux / Investor AB,Corberó,Washer,SKU-11378,,,,58,1176,347.4403470715835,,False,True
6530,GlenDimplex,Technika,Dryer,SKU-92970,,,,60,1183,347.7754677754678,,False,True
6531,"LG Electronics, LG Corporation",LG,Stove,SKU-56436,,,,61,1188,359.6288209606987,,False,True
6532,BSH Hausgeräte GmbH / Robert Bosch GmbH,Neff,Freezer,SKU-95893,475.0,W,low,72,1228,351.4947368421053,123.50526315789472,True,True
6533,BSH Hausgeräte GmbH / Robert Bosch GmbH,Pitsos,Refrigerator,SKU-83807,,,,63,1145,353.9111111111111,,False,True
6534,Candy Group,Süsler,Refrigerator,SKU-11601,,,,71,1145,353.9111111111111,,False,True
6535,Miele & Cie. KG,Miele,Stove,SKU-54714,475.0,W,low,73,1188,359.6288209606987,115.3711790393013,True,True
6536,The Middleby Corporation,La Cornue,Refrigerator,SKU-20863,325.0,W,low,65,1145,353.9111111111111,-28.911111111111097,True,True
6537,AB Electrolux / Investor A,Frigidaire,Washer,SKU-6924,,,,54,1176,347.4403470715835,,False,True
6538,AB Electrolux / Investor AB,Voss,Stove,SKU26769,,,,64,1188,359.6288209606987,,False,True
6539,AB Electrolux / Investor AB,Dishlex,Dish Washer,SKU-13371,,,,68,1223,350.4077253218884,,False,True
6540,AB Electrolux / Investor AB,Zanussi,Dryer,SKU-48417,,,,78,1183,347.7754677754678,,False,True
6541,AB Electrolux / Investor AB,Tappan,Freezer,SKU-34818,400.0,W,low,70,1228,351.4947368421053,48.50526315789472,True,True
